"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
7927,"Polygon","1184","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Drainage","Loamy","Draw",670,6,7,0,"NA,NA,NA",NA,NA,NA,NA,"<Null>","<Null>","<Null>"," ","8 polygons: 2 x600, 670,, 3x240, 210, 400","yes","yes","<Null>","<Null>","<Null>","<Null>","7/8/2020","USDA","LMB"," "," "," "," ","240"," ","0",2661.594365,79472.78612,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals",NA
7550,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Sandy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",6805.890853,177157.6803,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7551,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",3563.342018,80699.90682,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
7562,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Bottomland",147,1,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1570.473722,20797.67856,"NA,NA,NA",NA,NA,NA,"Grassland","ShrubInvadedGrassland","Bare/Annuals"
7600,"Polygon","2560","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Drainage","Gravelly",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",2292.341617,47638.37561,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7601,"Polygon","2560","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Drainage","Gravelly",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",1392.007153,21868.25283,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7602,"Polygon","2560","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Drainage","Gravelly",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",247.728823,3615.694626,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7898,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2291.36997,25449.45186,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
6955,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Drainage","Loamy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",539.734515,5341.917223,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
6957,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",512.026029,6819.00693,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
6960,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1431.218735,33830.88202,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7181,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","MURV NASA 8SET","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",21452.98683,620694.0683,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7182,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Gravelly",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",587.20033,6491.048797,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
7342,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",674,6,7,4,"NA,,NA",NA,"",NA,NA,"700","<Null>","photo interpretation"," ","i","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB"," "," "," "," ","700"," ","0",2478.692823,91737.56448,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7343,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",674,6,7,4,"NA,,NA",NA,"",NA,NA,"700","<Null>","existing point inventory data"," ","incised; quad P1, traverse 207","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB"," "," "," "," ","700"," ","0",19767.49401,1068734.227,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7344,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",674,6,7,4,"NA,,NA",NA,"",NA,NA,"700","<Null>","existing point inventory data"," ","incised; quad P1, traverse 207","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB"," "," "," "," ","700"," ","0",1271.891648,35589.60119,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7201,"Polygon","2563","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",4266.824785,63694.44915,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7345,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Draw","Loamy","Sandy",674,6,7,4,"NA,,NA",NA,"",NA,NA,"700","<Null>","existing point inventory data"," ","incised; quad P1, traverse 207","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB"," "," "," "," ","700"," ","0",3849.350404,111786.6711,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7346,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",226.205377,1092.890916,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7347,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Draw","Loamy","Bottomland",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB"," "," "," "," ","700"," ","0",3229.186159,82435.72943,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
7348,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",292.710258,4133.092636,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
7501,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",377.447968,5582.409653,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7502,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",203.792452,2554.499327,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7566,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Bottomland",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",11591.90693,379866.4373,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7567,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",15273.92473,516268.4027,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
7603,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Bottomland","Loamy",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",282.741905,2856.920899,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7604,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Bottomland","Loamy",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",561.86433,6057.805143,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7605,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Draw"," ",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",130.491437,430.145684,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7606,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Draw"," ",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",337.031955,4363.568438,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7608,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Draw"," ",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",365.660356,4130.793998,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7610,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Loamy","Sandy",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",1530.524829,56651.24839,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7612,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Bottomland","Sandy",462,4,6,2,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",1692.486676,41030.50671,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","AlteredGrassland/Savanna"
7625,"Polygon","1925","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Gravelly loam","Gravelly",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",1400.930986,31248.05108,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
7626,"Polygon","1925","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Loamy","Gravelly loam","Gravelly",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",169.842708,1590.787544,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
7627,"Polygon","1925","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Gravelly","Gravelly loam","Loamy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",207.575981,2405.704906,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
6962,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",560,5,6,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",152.981934,885.238372,"NA,NA,NA",NA,NA,NA,"ShrubDominated","Shrubland",NA
6965,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",655.875525,7666.477435,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7159,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","<Null>",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1003.006957,21439.6404,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7160,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","<Null>",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",247.631389,2552.139785,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7355,"Polygon","1925","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Loamy","Gravelly",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",373.363124,4723.728447,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7503,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",201.111516,2541.390196,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7504,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",222.370139,2433.944842,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7505,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",256.510928,1058.993906,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7575,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Drainage","Sandy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",3223.435948,61368.14511,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7576,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",924.387339,26723.45803,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7613,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Loamy","Sandy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",280.482845,2333.429631,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7614,"Polygon","2562","625","NM690","42X","42.2","SD-2","Loamy"," "," ","Draw","Loamy","Sandy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",372.529193,3932.012804,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7903,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",516.76432,7417.887504,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7904,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",6207.517869,180199.176,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7918,"Polygon","2674","2030","NM690","42X","42.2","SD-2","Deep sand","Sandy","Shallow sandy","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","400","<Null>","0",752.794952,23791.76209,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7577,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Drainage","Loamy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1006.057101,26332.10377,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7578,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1549.697096,41542.51272,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7580,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Sandy",467,4,6,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",4554.979378,232388.2182,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
7582,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",674,6,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2133.392154,47285.80814,"NA,NA,NA",NA,NA,NA,"Shrubland","Bare/Annuals","ShrubInvadedGrassland"
7835,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Gravelly",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2049.099858,46041.42024,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7922,"Polygon","2638","47","NM690","42X","42.2","SD-2","Deep sand","Sandy","Shallow sandy","Draw","Loamy","Sandy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","incised","no","no","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",1735.406339,25665.788,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
