OBJECTID *,Shape *,TARGET_FID,soil_mu,SSURGO_dat,MLRA,LRU,Subres_are,ecosite1,ecosite2,ecosite3,esite,esite_alt,esite_alt2,state_code,dom1,dom2,dom3,dom4,hist_state,grass_dur,ration,ration_dat,remarks,veri_esite,veri_state,esite_veri,state_veri,esite_corr,state_corr,date_chang,agency,person,corr_type,corr_reaso,chng_reaso,old_esite,old_state,old_remark,LU,Shape_Length,Shape_Area
6661,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Drainage,Draw,Loamy,657,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,840.949535,5525.342779
6694,Polygon,1921,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy, ,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,969.652219,13980.41793
6695,Polygon,1921,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy, ,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,309.97962,3263.880188
6444,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Sandy,Gravelly,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB,state_code, , , ,400, ,0,293.386162,4360.736095
6445,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Sandy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB,state_code, , , ,400, ,0,7866.036169,197085.687
6456,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Drainage,Draw,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB,state_code, , , ,400, ,0,434.751022,3544.779755
6563,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Loamy,Gravelly,Draw,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,292.543954,3071.553942
6564,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Loamy,Gravelly,Draw,640,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1063.771767,11356.78356
6567,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage,Bottomland,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,327.950357,2843.042013
6664,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,<Null>,650,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,322.807562,2342.563727
6665,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,151.358159,979.931607
6666,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,721.496149,6851.041941
6667,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,2626.649943,69370.84291
6670,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1204.100553,15518.85422
6671,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,201.485206,1387.866227
6704,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,<Null>,650,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,179.791276,1561.995924
6705,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,<Null>,650,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,223.901105,1657.313255
6686,Polygon,1922,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,418.682001,2177.013788
6687,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1428.260162,27452.59924
6689,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,417,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,3084.252135,123517.0838
6691,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,640,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,548.370842,6983.037487
6692,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Bottomland,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,508.894649,4687.801248
6693,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Bottomland,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,133.266981,692.536659
6464,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Drainage,Draw,Loamy,657,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB,state_code, , , ,400, ,0,340.696518,3841.833607
6466,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Gravelly,Sandy,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB,state_code, , , ,400, ,0,930.315594,12521.24202
6469,Polygon,64,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Sandy,Gravelly,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB,state_code, , , ,400, ,0,275.144125,2981.068876
6470,Polygon,1234,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,467,<Null>,<Null>,<Null>,<Null>,400,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/30/2019,USDA,LMB, , , , ,400, ,0,941.76642,9146.223111
6474,Polygon,2916,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Draw,Drainage,Loamy,647,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,11/9/2020,USDA,LMB, , , , ,600,93_Gravelly_600,0,362.35318,5548.244213
6568,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Bottomland,Draw,Loamy,417,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,198.002137,858.633574
6569,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,90.937667,259.82151
6570,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,118.874437,440.491489
6571,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,332.127866,1332.85014
7096,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,274.380405,2288.833361
6476,Polygon,2916,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Drainage,Loamy,Draw,657,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,2154.786394,38309.66959
6478,Polygon,2916,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Loamy,Drainage,Draw,267,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,96.345705,556.07942
6479,Polygon,2916,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Loamy,Gravelly,Sandy,640,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,129.175538,895.190332
6481,Polygon,2916,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Loamy,Gravelly,Drainage,647,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,868.694023,11733.99854
6572,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,223.587955,1937.200602
6573,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage,Gravelly,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,449.056827,4246.794592
6574,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,132.855103,604.902755
7481,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,<Null>,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1880.721267,30516.97461
6488,Polygon,2912,NU,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Drainage,Draw,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,400, ,0,1128.688019,14813.65509
6489,Polygon,2912,NU,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Drainage,Draw,Gravelly,657,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,400, ,0,1782.713319,22181.68962
6491,Polygon,2912,NU,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Gravelly,Sandy,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,400, ,0,545.591642,4461.231435
6495,Polygon,2907,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Loamy,Drainage,Gravelly,640,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,1432.81938,23810.10366
6496,Polygon,2907,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Gravelly,Drainage,Loamy,650,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,378.905355,1982.688365
6497,Polygon,2907,NU,NM690,42X,42.2,SD-2,Gravelly,Shallow sandy, ,Gravelly,Drainage,Loamy,650,<Null>,, , ,600,<Null>,photo interpretation, , ,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,600,93_Gravelly_600,0,277.005301,2744.132233
6575,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,6825.927467,101689.5331
6576,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage, ,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,193.924616,1065.785065
6708,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,perennial,existing point inventory data,<Null>,Traverse JER 002,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,2471.903048,68796.34678
6709,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,perennial,existing point inventory data,<Null>,Traverse JER 002,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,3424.149423,98874.06714
6710,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,658.201495,5152.536235
6711,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Drainage,Draw,Bottomland,567,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,2517.722163,37200.28691
6713,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Drainage,Bottomland,647,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,497.705342,2874.868484
6714,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1430.62592,20721.51164
6716,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/20/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,163.989872,922.978032
6717,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Drainage,Bottomland,467,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,445.510183,2405.903386
7099,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,551.498985,5261.627849
6720,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,490.21237,7207.505664
7100,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Gravelly,Draw,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,684.35139,5227.515343
7101,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,736.749927,12675.09844
7102,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy,Sandy,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,326.855114,2991.116755
7112,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Drainage,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,3183.987827,48060.57663
7113,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,427,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1356.975218,26820.06015
7117,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1527.25617,15844.7843
7118,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Draw,Bottomland,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,201.890079,1107.50364
7119,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,96.408281,440.232544
7120,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,272.533821,2434.413162
7121,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,548.558023,8639.248222
7122,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,467.076405,8607.231771
7123,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1066.717594,24919.67355
7124,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,477.587777,7298.625895
7125,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1165.224413,44406.30292
7126,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1258.601119,26859.01316
7127,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy,Draw,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,883.655598,10691.12341
7128,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1197.279037,19446.63986
7129,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1255.955539,35360.83011
